name,calories,fat,proteins,carbohydrate,Meal Type,Carb_Level,Protein_Level,Nutrient_Density
Kesemek,0.07722772277227723,0.004,0.004571428571428572,0.030911901081916538,2,High-Carb,Low-Protein,0.4076634770482915
Ubi jalar merah segar,0.1495049504950495,0.003,0.009142857142857144,0.05471406491499227,1,High-Carb,Low-Protein,0.40705351095617115
cream soda,0.2495049504950495,0.0,0.0,0.10154559505409583,2,High-Carb,Low-Protein,0.4069866664607288
grape soda,0.15841584158415842,0.0,0.0,0.06445131375579599,2,High-Carb,Low-Protein,0.40684634986587864
Tepung Sukun,0.3495049504950495,0.005,0.01657142857142857,0.1304482225656878,1,High-Carb,Low-Protein,0.40634401484711774
Kaburan ubi segar,0.1316831683168317,0.002,0.005714285714285714,0.04976816074188563,1,High-Carb,Low-Protein,0.406141809906053
Gembili ubi segar,0.1297029702970297,0.002,0.006285714285714286,0.04837712519319938,1,High-Carb,Low-Protein,0.40602334190937
orange juice,0.0891089108910891,0.004,0.008,0.0321483771251932,2,High-Carb,Low-Protein,0.4056605686585643
coconut water,0.04554455445544554,0.005,0.009714285714285713,0.01375579598145286,2,Low-Carb,Low-Protein,0.40552984625111405
chinese chestnuts roasted,0.06732673267326733,0.003,0.0074285714285714285,0.02287480680061824,2,Low-Carb,Low-Protein,0.40552944745205344
tonic water,0.11287128712871287,0.0,0.0,0.04574961360123648,2,High-Carb,Low-Protein,0.40532193300084657
Pisang kidang segar,0.09504950495049505,0.002,0.005714285714285714,0.0347758887171561,4,High-Carb,Low-Protein,0.4049444498110617
tapioca pudding fat free,0.10396039603960396,0.004,0.009142857142857144,0.03693972179289026,4,High-Carb,Low-Protein,0.4047904370167952
Beras ganyong,0.3603960396039604,0.006999999999999999,0.019428571428571427,0.13338485316846985,1,High-Carb,Low-Protein,0.40459107199458516
yogurt parfait,0.12376237623762376,0.015,0.02857142857142857,0.03647604327666151,0,High-Carb,High-Protein,0.4043803051397023
Jambu Bol,0.055445544554455446,0.003,0.0034285714285714284,0.02194744976816074,4,Low-Carb,Low-Protein,0.4035602466580423
Jeruk banjar segar,0.060396039603960394,0.002,0.004571428571428572,0.02179289026275116,4,Low-Carb,Low-Protein,0.4034025341960982
Sirup,0.21089108910891088,0.0,0.0,0.08500772797527048,2,High-Carb,Low-Protein,0.4030863762337239
Setrup sirup,0.21089108910891088,0.0,0.0,0.08500772797527048,2,High-Carb,Low-Protein,0.4030863762337239
Roti Gambang ,0.34653465346534656,0.02,0.04285714285714286,0.11669242658423493,1,High-Carb,High-Protein,0.4026990240279351
cola coca cola,0.1495049504950495,0.0,0.0,0.06012364760432766,2,High-Carb,Low-Protein,0.40214886033127156
cola without caffeine coca cola,0.1495049504950495,0.0,0.0,0.06012364760432766,2,High-Carb,Low-Protein,0.40214886033127156
Tepung Hunkwee,0.3603960396039604,0.01,0.025714285714285714,0.12905718701700156,1,High-Carb,Low-Protein,0.40169994983970003
Tapai singkong,0.16732673267326734,0.003,0.008,0.062132921174652245,1,High-Carb,Low-Protein,0.40120618442693784
cola,0.07326732673267326,0.0007000000000000001,0.0005714285714285715,0.029520865533230294,2,High-Carb,Low-Protein,0.40115961992553145
Tepung Ubi Ungu,0.3504950495049505,0.006,0.016,0.1304482225656878,1,High-Carb,Low-Protein,0.4007127120663997
orange apricot juice,0.12673267326732673,0.003,0.004571428571428572,0.0491499227202473,2,High-Carb,Low-Protein,0.40022000454990647
Sayur lebui,0.06336633663366337,0.006,0.012,0.019319938176197836,3,Low-Carb,Low-Protein,0.39957396856643074
Talas pontianak segar,0.1613861386138614,0.005,0.013142857142857142,0.0562596599690881,1,High-Carb,Low-Protein,0.3990560689351844
mango nectar,0.12673267326732673,0.002,0.0017142857142857142,0.0508500772797527,2,High-Carb,Low-Protein,0.3989812785381834
Pisang kayu segar,0.09900990099009901,0.005,0.008,0.03647604327666151,4,High-Carb,Low-Protein,0.39870401018377843
Batatas kelapa ubi kukus,0.09108910891089109,0.003,0.006857142857142857,0.03245749613601236,2,High-Carb,Low-Protein,0.39866720357838215
grape juice,0.1504950495049505,0.003,0.005142857142857143,0.05780525502318392,2,High-Carb,Low-Protein,0.39833678268125633
Pala daging,0.041584158415841586,0.002,0.0017142857142857142,0.016846986089644512,3,Low-Carb,Low-Protein,0.3982495783308431
corn grits cooked,0.1801980198019802,0.012,0.025142857142857144,0.05857805255023184,1,High-Carb,Low-Protein,0.39800943296973945
Talas viqueque segar,0.11386138613861387,0.005,0.010285714285714285,0.04003091190108191,1,High-Carb,Low-Protein,0.39799469977406426
Buah kom segar,0.2613861386138614,0.011000000000000001,0.022857142857142857,0.09211746522411128,4,High-Carb,Low-Protein,0.3977801227429648
Singkong kukus,0.14455445544554454,0.003,0.006857142857142857,0.0536321483771252,1,High-Carb,Low-Protein,0.3976971402225966
guava nectar,0.15643564356435644,0.002,0.001142857142857143,0.06306027820710973,2,High-Carb,Low-Protein,0.39762509558303794
cranberry grape juice,0.13564356435643565,0.002,0.002857142857142857,0.05301391035548686,2,High-Carb,Low-Protein,0.3971486322966233
Ketela pohon/singkong kukus,0.15148514851485148,0.003,0.006857142857142857,0.0562596599690881,1,High-Carb,Low-Protein,0.3968468630010564
chocolate soda,0.20495049504950497,0.0,0.0,0.0812982998454405,2,High-Carb,Low-Protein,0.3966709285326429
Kerupuk kemplang  (ikan) mentah,0.3217821782178218,0.004,0.010285714285714285,0.1213292117465224,3,High-Carb,Low-Protein,0.3965866915076942
japanese chestnuts roasted,0.05643564356435644,0.002,0.004571428571428572,0.019783616692426585,2,Low-Carb,Low-Protein,0.39610869555633677
Ubi jalar tinta/ kemayung kukus,0.16336633663366337,0.002,0.005142857142857143,0.06151468315301391,1,High-Carb,Low-Protein,0.3957800967329216
ice tea lemon flavor nestle,0.08712871287128712,0.0,0.0,0.03446676970633694,2,High-Carb,Low-Protein,0.3955799757684635
sprite coca cola,0.07920792079207921,0.00063,0.0005714285714285715,0.031375579598145284,2,High-Carb,Low-Protein,0.39537223656638326
Jeruk ragi segar,0.048514851485148516,0.002,0.004,0.017156105100463677,4,Low-Carb,Low-Protein,0.3948421910378646
Tapai ketan hitam,0.16435643564356436,0.01,0.021714285714285714,0.05316846986089644,1,High-Carb,Low-Protein,0.39476617118735585
Beras Ketan Hitam tape,0.16435643564356436,0.01,0.021714285714285714,0.05316846986089644,1,High-Carb,Low-Protein,0.39476617118735585
Singkong tape,0.1712871287128713,0.001,0.002857142857142857,0.06568778979907264,1,High-Carb,Low-Protein,0.39433516592057843
Pisang ketip segar,0.14356435643564355,0.003,0.006285714285714286,0.05332302936630603,4,High-Carb,Low-Protein,0.39430643337270904
pineapple juice,0.1316831683168317,0.003,0.005142857142857143,0.04976816074188563,2,High-Carb,Low-Protein,0.39420849558653875
Maizena tepung,0.33762376237623765,0.0,0.0017142857142857142,0.13137557959814528,1,High-Carb,Low-Protein,0.394194621199378
Mie Bendo,0.3495049504950495,0.0,0.0017142857142857142,0.13601236476043277,1,High-Carb,Low-Protein,0.39406096027732523
Es Sirup ,0.044356435643564354,0.0,0.0,0.017465224111282845,2,Low-Carb,Low-Protein,0.39373836331805184
Bungkil Kacang Tanah,0.3326732673267327,0.13,0.21371428571428572,0.04714064914992272,1,High-Carb,High-Protein,0.39334252064554953
Nanas palembang segar,0.05742574257425743,0.002,0.004,0.0205564142194745,4,Low-Carb,Low-Protein,0.3927858904813768
Kue putu singkong,0.21485148514851485,0.005,0.006857142857142857,0.082225656877898,1,High-Carb,Low-Protein,0.39135130169390114
Sale pisang siam,0.27821782178217824,0.006999999999999999,0.013714285714285714,0.10216383307573415,4,High-Carb,Low-Protein,0.3913398744649354
Ketela singkong segar,0.15247524752475247,0.003,0.005714285714285714,0.05687789799072642,1,High-Carb,Low-Protein,0.39082929093817154
tamarind nectar,0.1415841584158416,0.003,0.001142857142857143,0.0571870170015456,2,High-Carb,Low-Protein,0.3907886586664441
fruit flavored water,0.05148514851485149,0.0,0.0,0.02009273570324575,2,Low-Carb,Low-Protein,0.39025517120298636
corn grits dry,0.03564356435643565,0.002,0.004,0.011901081916537867,1,Low-Carb,Low-Protein,0.3899916345597872
Sagu kasbi segar,0.22772277227722773,0.002,0.0034285714285714284,0.08732612055641421,1,High-Carb,Low-Protein,0.3897471533052637
Gula Merah Tebu belum dimurnikan,0.35247524752475246,0.005,0.002285714285714286,0.1400309119010819,3,High-Carb,Low-Protein,0.3895769634155368
Sagu lempeng,0.3435643564356436,0.003,0.005142857142857143,0.13168469860896445,1,High-Carb,Low-Protein,0.389525757603241
clam tomato juice,0.07920792079207921,0.003,0.005714285714285714,0.02812982998454405,2,High-Carb,Low-Protein,0.389402044496914
powerade coca cola,0.008910891089108912,8.999999999999999e-05,0.0,0.0035548686244204013,2,Low-Carb,Low-Protein,0.38879162568029646
Sagu aren segar,0.22871287128712872,0.002,0.0034285714285714284,0.0874806800618238,1,High-Carb,Low-Protein,0.38873572026935804
Gadung ubi segar,0.09900990099009901,0.003,0.005142857142857143,0.03632148377125193,1,High-Carb,Low-Protein,0.3884859195247144
Belitung talas kukus,0.14356435643564355,0.004,0.006857142857142857,0.052859350850077286,1,High-Carb,Low-Protein,0.38809149428884904
Tepung Kentang,0.3435643564356436,0.001,0.0017142857142857142,0.13230293663060277,1,High-Carb,Low-Protein,0.3871671571455581
Ketela Pohon Kuning,0.15544554455445544,0.003,0.004571428571428572,0.05857805255023184,4,High-Carb,Low-Protein,0.3869464020191782
fruit juice,0.10693069306930693,0.001,0.0017142857142857142,0.04064914992272025,2,High-Carb,Low-Protein,0.38682110466722514
Beras ketan hitam tumbuk mentah,0.3564356435643564,0.023,0.045714285714285714,0.1151468315301391,1,High-Carb,High-Protein,0.38677593825880957
Beras Ketan Hitam tumbuk,0.3564356435643564,0.023,0.045714285714285714,0.1151468315301391,1,High-Carb,High-Protein,0.38677593825880957
Es Mambo ,0.1504950495049505,0.0,0.0,0.058114374034003095,2,High-Carb,Low-Protein,0.3861521563201661
Getuk pisang,0.1425742574257426,0.004,0.006285714285714286,0.0527047913446677,4,High-Carb,Low-Protein,0.38569459121631017
Kerupuk Aci,0.34653465346534656,0.002,0.002857142857142857,0.13276661514683152,4,High-Carb,Low-Protein,0.3855988746547164
Rasi (Beras Singkong),0.34653465346534656,0.004,0.005142857142857143,0.13245749613601238,1,High-Carb,Low-Protein,0.3855313355000267
Sagu Ambon ,0.3346534653465347,0.003,0.0034285714285714284,0.1284389489953632,1,High-Carb,Low-Protein,0.3850763511865659
Bihun Jagung mentah,0.3504950495049505,0.003,0.002857142857142857,0.13508500772797527,1,High-Carb,Low-Protein,0.38500334247907747
Pisang ayam segar,0.1188118811881188,0.002,0.006285714285714286,0.04142194744976816,3,High-Carb,Low-Protein,0.38470291502410914
tangerine juice,0.10495049504950495,0.005,0.006857142857142857,0.038485316846986084,2,High-Carb,Low-Protein,0.38439147231870935
Buah rukam segar,0.11188118811881188,0.003,0.004571428571428572,0.04142194744976816,4,High-Carb,Low-Protein,0.3842736430533559
papaya nectar,0.1415841584158416,0.004,0.002285714285714286,0.05610510046367851,2,High-Carb,Low-Protein,0.3841561881058512
Sagu Rendang,0.3603960396039604,0.002,0.0005714285714285715,0.13987635239567234,1,High-Carb,Low-Protein,0.3841534911586425
Papeda,0.060396039603960394,0.001,0.001142857142857143,0.02302936630602782,4,Low-Carb,Low-Protein,0.3836648882268312
Rambutan Aceh,0.01089108910891089,0.0,0.0,0.004173106646058733,4,Low-Carb,Low-Protein,0.3831318863012869
Tepung singkong/ Tapioka,0.3594059405940594,0.005,0.006285714285714286,0.13632148377125194,1,High-Carb,Low-Protein,0.3828729568480702
Tepung Gaplek,0.3594059405940594,0.005,0.006285714285714286,0.13632148377125194,1,High-Carb,Low-Protein,0.3828729568480702
pineapple grapefruit juice,0.11683168316831684,0.003,0.002857142857142857,0.04482225656877898,2,High-Carb,Low-Protein,0.38242209469377464
Ketan hitam matang,0.1792079207920792,0.012,0.022857142857142857,0.05765069551777434,1,High-Carb,Low-Protein,0.3822791748988935
Beras Ketan Hitam kukus,0.1792079207920792,0.012,0.022857142857142857,0.05765069551777434,1,High-Carb,Low-Protein,0.3822791748988935
Ubi jalar kuning kukus,0.09900990099009901,0.003,0.004,0.03678516228748068,1,High-Carb,Low-Protein,0.3816262846780796
Tepung Mocaf,0.34653465346534656,0.006,0.006857142857142857,0.13137557959814528,1,High-Carb,Low-Protein,0.38158475508353823
Rambutan binjai segar,0.07524752475247524,0.002,0.002857142857142857,0.027820710973724884,4,High-Carb,Low-Protein,0.3811085190733178
Ubi Jalar Putih,0.12178217821782178,0.006999999999999999,0.010285714285714285,0.04312210200927357,1,High-Carb,Low-Protein,0.38106918356148245
Ubi Jalar Merah,0.12178217821782178,0.006999999999999999,0.010285714285714285,0.04312210200927357,1,High-Carb,Low-Protein,0.38106918356148245
Pempek belida,0.15445544554455445,0.013999999999999999,0.024,0.04884080370942813,4,High-Carb,Low-Protein,0.38095401912155835
apple juice concentrate,0.34653465346534656,0.008,0.006285714285714286,0.13369397217928902,2,High-Carb,Low-Protein,0.3808545676186858
Tepung Arrowroot,0.35148514851485146,0.002,0.004,0.13168469860896445,1,High-Carb,Low-Protein,0.3803412998601162
Tepung Garut (arrowroot),0.35148514851485146,0.002,0.004,0.13168469860896445,1,High-Carb,Low-Protein,0.3803412998601162
Sente talas segar,0.3495049504950495,0.002,0.004,0.13091190108191653,1,High-Carb,Low-Protein,0.38028508783228615
Tepung Sagu,0.3495049504950495,0.002,0.004,0.13091190108191653,1,High-Carb,Low-Protein,0.38028508783228615
Gaplek,0.3346534653465347,0.006999999999999999,0.008571428571428572,0.1256568778979907,1,High-Carb,Low-Protein,0.3801781229414476
Mangga Muda,0.05841584158415842,0.004,0.002857142857142857,0.023338485316846985,4,Low-Carb,Low-Protein,0.3799525542991508
guanabana nectar,0.14653465346534653,0.004,0.0017142857142857142,0.05795981452859351,2,High-Carb,Low-Protein,0.37993552371911526
Beras Cerdas,0.34653465346534656,0.011000000000000001,0.01542857142857143,0.12720247295208656,1,High-Carb,Low-Protein,0.3798484890785445
Markisa segar,0.1425742574257426,0.012,0.02,0.04605873261205564,4,High-Carb,Low-Protein,0.3791592846340188
Kentang Hitam,0.1405940594059406,0.004,0.005142857142857143,0.05208655332302937,1,High-Carb,Low-Protein,0.3786008604484248
Hofa/Ubi hutan segar,0.12574257425742574,0.005,0.006857142857142857,0.04559505409582689,1,High-Carb,Low-Protein,0.3773727383939659
Markisa squash,0.21485148514851485,0.01,0.014285714285714285,0.07666151468315302,4,High-Carb,Low-Protein,0.37675723840435577
Gadung ubi kukus,0.08712871287128712,0.003,0.0034285714285714284,0.03230293663060278,1,High-Carb,Low-Protein,0.37566413317035735
Buah tuppa segar,0.06633663366336634,0.002,0.002285714285714286,0.02457496136012365,4,Low-Carb,Low-Protein,0.3747597596259566
Sagu singkong kering,0.3584158415841584,0.003,0.002857142857142857,0.13431221020092737,1,High-Carb,Low-Protein,0.37433886327734545
Pati Singkong (tapioka),0.3584158415841584,0.003,0.002857142857142857,0.13431221020092737,1,High-Carb,Low-Protein,0.37433886327734545
Markisa squash BD,0.10297029702970298,0.005,0.006857142857142857,0.036630602782071094,4,High-Carb,Low-Protein,0.37377159217594225
cranberry apple juice,0.15247524752475247,0.003,0.0,0.05996908809891808,2,High-Carb,Low-Protein,0.37362598453027845
Oncom pepes,0.07524752475247524,0.018000000000000002,0.029714285714285714,0.016383307573415763,2,Low-Carb,High-Protein,0.373397264333441
Pepea oncom ampas tahu,0.07524752475247524,0.018000000000000002,0.029714285714285714,0.016383307573415763,3,Low-Carb,High-Protein,0.373397264333441
Pisang kepok segar,0.10792079207920792,0.005,0.004571428571428572,0.04064914992272025,4,High-Carb,Low-Protein,0.3726826410057147
Kacang beracun segar,0.11683168316831684,0.015,0.025142857142857144,0.03338485316846986,1,High-Carb,Low-Protein,0.3725645010533407
Buah rotan segar,0.07722772277227723,0.003,0.0034285714285714284,0.02812982998454405,4,High-Carb,Low-Protein,0.3697898966596283
Buah ruruhi segar,0.028712871287128714,0.006999999999999999,0.012,0.0055641421947449764,4,Low-Carb,Low-Protein,0.3679107595456994
Kacang Gude muda,0.12178217821782178,0.006,0.048,0.0027820710973724882,1,Low-Carb,High-Protein,0.36771967814204304
apple juice,0.11287128712871287,0.003,0.001142857142857143,0.04327666151468315,2,High-Carb,Low-Protein,0.36695915101204535
Mie Sagu,0.18811881188118812,0.004,0.001142857142857143,0.07187017001545595,1,High-Carb,Low-Protein,0.36685677318187004
Kue Semprong ,0.37623762376237624,0.01,0.005714285714285714,0.14219474497681608,0,High-Carb,Low-Protein,0.36654671259429766
Wortel Segar,0.041584158415841586,0.006,0.006857142857142857,0.014374034003091191,4,Low-Carb,Low-Protein,0.3662647309870974
Lepok/Ubi rumput,0.1792079207920792,0.012,0.016,0.06151468315301391,1,High-Carb,Low-Protein,0.3655771312245388
amaranth flakes,0.13267326732673268,0.027000000000000003,0.03371428571428572,0.04173106646058732,2,High-Carb,High-Protein,0.365145051493431
instant lemon tea sweetened,0.0900990099009901,0.002,0.00040571428571428567,0.03446676970633694,2,High-Carb,Low-Protein,0.3648443993310815
pink lemonade,0.08514851485148515,0.003,0.0005714285714285715,0.03338485316846986,2,High-Carb,Low-Protein,0.363552062438539
Kacang Bogor rebus,0.1594059405940594,0.027999999999999997,0.044000000000000004,0.04188562596599691,1,High-Carb,High-Protein,0.36313115194530077
Ikan baung bakar,0.1425742574257426,0.057999999999999996,0.10171428571428572,0.0080370942812983,3,Low-Carb,High-Protein,0.36297588326317887
Jagung kuning tepung,0.35148514851485146,0.039,0.05257142857142857,0.11391035548686244,1,High-Carb,High-Protein,0.36269362134737004
Jagung Putih pipil lama,0.35148514851485146,0.039,0.05257142857142857,0.11391035548686244,1,High-Carb,High-Protein,0.36269362134737004
Jagung Kuning pipil lama,0.35148514851485146,0.039,0.05257142857142857,0.11391035548686244,1,High-Carb,High-Protein,0.36269362134737004
Tepung Jagung Kuning,0.35148514851485146,0.039,0.05257142857142857,0.11391035548686244,1,High-Carb,High-Protein,0.36269362134737004
Tepung jagung putih,0.35148514851485146,0.039,0.05257142857142857,0.11391035548686244,1,High-Carb,High-Protein,0.36269362134737004
sisymbrium seeds,0.23267326732673269,0.034,0.05142857142857143,0.06661514683153014,4,High-Carb,High-Protein,0.361207619672369
chocolate powder for milk,0.08712871287128712,0.005,0.005714285714285714,0.030757341576506954,2,High-Carb,Low-Protein,0.36120430394720016
Sukun tua segar,0.12475247524752475,0.002,0.009142857142857144,0.03786707882534776,1,High-Carb,Low-Protein,0.36079103911855115
Kue bangket,0.3346534653465347,0.012,0.008571428571428572,0.12411128284389489,0,High-Carb,Low-Protein,0.3606188588888438
Tempe Gembus,0.07227722772277227,0.013000000000000001,0.03257142857142857,0.006491499227202473,3,Low-Carb,High-Protein,0.36059168327420893
Jagung Kuning pipil baru,0.30396039603960395,0.034,0.045142857142857144,0.0982998454404946,1,High-Carb,High-Protein,0.3600546122281007
Jagung Putih pipil baru,0.30396039603960395,0.034,0.045142857142857144,0.0982998454404946,1,High-Carb,High-Protein,0.3600546122281007
Kacang bogor kering,0.36633663366336633,0.06,0.09142857142857143,0.10046367851622874,1,High-Carb,High-Protein,0.36002921301281904
Ubi jalar tinta/ kemayung,0.10693069306930693,0.004,0.002857142857142857,0.03956723338485317,1,High-Carb,Low-Protein,0.35933571366060363
orange pineapple juice,0.01485148514851485,0.0008,0.0005714285714285715,0.0055641421947449764,2,Low-Carb,Low-Protein,0.35923757625888414
fruit punch,0.09702970297029703,0.004,0.001142857142857143,0.03771251931993817,2,High-Carb,Low-Protein,0.35922007566476366
Kelapa Muda air,0.016831683168316833,0.001,0.001142857142857143,0.0058732612055641415,2,Low-Carb,Low-Protein,0.3574069735801283
Wajit camilan,0.3,0.027000000000000003,0.036,0.09783616692426583,3,High-Carb,High-Protein,0.356119369349655
Bentul (Komba)  talas segar,0.09702970297029703,0.006999999999999999,0.009142857142857144,0.03230293663060278,1,High-Carb,Low-Protein,0.35499890981934296
Sagu aren kering,0.35148514851485146,0.011000000000000001,0.0034285714285714284,0.13230293663060277,1,High-Carb,Low-Protein,0.3548689147103158
Jambu Monyet buah,0.06336633663366337,0.006,0.004,0.024420401854714065,4,Low-Carb,Low-Protein,0.3538163831049104
Bayam merah segar,0.040594059405940595,0.008,0.012571428571428572,0.009737248840803708,3,Low-Carb,Low-Protein,0.35247337044513305
Ikan kawalinya segar,0.10891089108910891,0.042,0.072,0.008346213292117466,3,Low-Carb,High-Protein,0.3520847256315067
Beef teriyaki masakan,0.1495049504950495,0.031000000000000003,0.04914285714285714,0.03446676970633694,3,High-Carb,High-Protein,0.3518898523770538
Ikan asar merah masakan,0.14455445544554454,0.059000000000000004,0.10114285714285715,0.00865533230293663,3,Low-Carb,High-Protein,0.3514097014825563
Tempe Sayur ,0.2376237623762376,0.027000000000000003,0.03428571428571429,0.07619783616692426,3,High-Carb,High-Protein,0.35132512966159996
Rambutan sinyonya,0.0039603960396039604,0.0,0.0,0.0013910355486862441,4,Low-Carb,Low-Protein,0.35114781122094335
Jagung grontol,0.15445544554455445,0.013000000000000001,0.01542857142857143,0.05146831530139103,1,High-Carb,Low-Protein,0.3489455330914979
espresso decaffeinated,0.0029702970297029703,0.00010999999999999999,0.00037142857142857143,0.0007727975270479134,2,Low-Carb,Low-Protein,0.34807226882324604
Mangga kwini segar,0.08514851485148515,0.005,0.004,0.030602782071097373,4,High-Carb,Low-Protein,0.347656497194723
Dodol bali,0.29504950495049503,0.021,0.021142857142857144,0.101854714064915,4,High-Carb,Low-Protein,0.34569529452215575
pomegranate juice,0.13267326732673268,0.006999999999999999,0.002285714285714286,0.050540958268933546,2,High-Carb,Low-Protein,0.3454073911845464
Manggis,0.062376237623762376,0.006,0.0034285714285714284,0.0241112828438949,4,Low-Carb,Low-Protein,0.34531593723959336
Ikan cakalang hati segar,0.1188118811881188,0.039,0.06457142857142857,0.015455950540958269,3,Low-Carb,High-Protein,0.34531086782945175
Ayam goreng kalasan paha,0.2722772277227723,0.122,0.21371428571428572,0.002009273570324575,3,Low-Carb,High-Protein,0.34421980805618274
Wortel kukus,0.03663366336633663,0.006,0.005714285714285714,0.012828438948995364,4,Low-Carb,Low-Protein,0.34237313819038695
Oncom ampas kacang hijau,0.3722772277227723,0.06,0.08514285714285715,0.10154559505409583,1,High-Carb,High-Protein,0.34030583247348856
Kacang bogor segar,0.16336633663366337,0.031000000000000003,0.044000000000000004,0.04234930448222565,1,High-Carb,High-Protein,0.33880275961370127
smoothie high protein creamy chocolate slimfast,0.10891089108910891,0.035,0.06857142857142857,0.0032457496136012367,2,Low-Carb,High-Protein,0.3380455321899326
fruit n yogurt parfait mcdonalds,0.15445544554455445,0.019,0.023428571428571427,0.04775888717156105,2,High-Carb,Low-Protein,0.3378781533923005
malt beverage,0.08712871287128712,0.003,0.002857142857142857,0.029520865533230294,2,High-Carb,Low-Protein,0.33717554462473653
Beras ladang mentah,0.3722772277227723,0.038,0.04285714285714286,0.1205564142194745,1,High-Carb,High-Protein,0.3368812563758367
Beras Menir,0.33564356435643566,0.044000000000000004,0.044000000000000004,0.11282843894899536,1,High-Carb,High-Protein,0.3361545245498983
Ikan papuyu/ betok segar,0.1188118811881188,0.049,0.08171428571428571,0.007109737248840803,3,Low-Carb,High-Protein,0.3351827054852103
Tepung Ganyong,0.3495049504950495,0.017,0.004571428571428572,0.12921174652241113,1,High-Carb,Low-Protein,0.33413787355673036
Tepung Jalejo,0.38415841584158417,0.075,0.10857142857142857,0.09459041731066462,1,High-Carb,High-Protein,0.33361630770217354
Bika ambon,0.19702970297029704,0.015,0.012,0.06862442040185471,4,High-Carb,Low-Protein,0.3330669759207415
Ikan sanggang masakan,0.2376237623762376,0.077,0.124,0.031993817619783614,3,High-Carb,High-Protein,0.33243091683648107
Ikan Papuyu bakar,0.1504950495049505,0.061,0.10057142857142858,0.01035548686244204,3,Low-Carb,High-Protein,0.33174901001124485
Sop konro masakan,0.0702970297029703,0.026000000000000002,0.04228571428571429,0.006955177743431221,3,Low-Carb,High-Protein,0.33060516955233393
Kue Pia ,0.29306930693069305,0.013999999999999999,0.008,0.10262751159196291,0,High-Carb,Low-Protein,0.329707613862137
chestnuts roasted,0.03663366336633663,0.003,0.002857142857142857,0.012210200927357032,2,Low-Carb,Low-Protein,0.32939687922964506
Ayam ampela goreng,0.26732673267326734,0.11199999999999999,0.18457142857142855,0.015301391035548687,3,Low-Carb,High-Protein,0.3287082066954009
energy drink sugar free red bull,0.012871287128712872,0.002,0.0034285714285714284,0.0027820710973724882,2,Low-Carb,Low-Protein,0.32710912084548477
Es Krim (Coconut milk) ,0.15514851485148515,0.017,0.017142857142857144,0.050540958268933546,2,High-Carb,Low-Protein,0.3266772407268377
Jagung Putih giling,0.3574257425742574,0.045,0.04971428571428571,0.11190108191653787,1,High-Carb,High-Protein,0.32626368914350634
Jagung Kuning giling,0.3574257425742574,0.045,0.04971428571428571,0.11190108191653787,1,High-Carb,High-Protein,0.32626368914350634
Rendang sapi masakan,0.1910891089108911,0.079,0.12914285714285714,0.01205564142194745,3,Low-Carb,High-Protein,0.3254930300647268
Jeruk Kalamansi segar,0.03861386138613861,0.003,0.0017142857142857142,0.01375579598145286,4,Low-Carb,Low-Protein,0.32293477816846183
Kue mangkok ,0.1801980198019802,0.01,0.005714285714285714,0.062442040185471406,0,High-Carb,Low-Protein,0.322733863722815
Ikan hitam segar,0.1,0.037000000000000005,0.05885714285714286,0.01035548686244204,3,Low-Carb,High-Protein,0.3221230759650893
Oncom kacang hijau + singkong,0.34752475247524756,0.053,0.06285714285714286,0.101854714064915,1,High-Carb,High-Protein,0.3214491476570921
Ubi jalar kuning segar,0.11782178217821783,0.004,0.002857142857142857,0.03879443585780526,1,High-Carb,Low-Protein,0.31956110710402874
classique yogurt plain 2 liberte,0.0297029702970297,0.012,0.018857142857142857,0.0026275115919629057,0,Low-Carb,Low-Protein,0.3193059498195834
Ikan saluang segar,0.11188118811881188,0.049,0.07942857142857143,0.005255023183925811,3,Low-Carb,High-Protein,0.31893901265680913
Ikan daun segar,0.1,0.040999999999999995,0.06571428571428571,0.007109737248840803,3,Low-Carb,High-Protein,0.31823704726079255
Bihun goreng instan,0.37722772277227723,0.039,0.03485714285714286,0.12411128284389489,1,High-Carb,High-Protein,0.31802569226272687
chestnuts cooked,0.03663366336633663,0.004,0.0034285714285714284,0.012210200927357032,2,Low-Carb,Low-Protein,0.31769835686884623
Bayam kukus,0.0297029702970297,0.006999999999999999,0.0074285714285714285,0.008964451313755796,3,Low-Carb,Low-Protein,0.3162211195473251
Wortel rebus,0.027722772277227723,0.005,0.004,0.009737248840803708,4,Low-Carb,Low-Protein,0.3151536794284115
Beras menir mentah,0.3584158415841584,0.044000000000000004,0.044000000000000004,0.11282843894899536,1,High-Carb,High-Protein,0.3147966999829236
Risoles ,0.3316831683168317,0.035,0.030285714285714284,0.10896445131375579,2,High-Carb,High-Protein,0.3143055218116052
Keribang ubi segar,0.13564356435643565,0.011000000000000001,0.0074285714285714285,0.04605873261205564,1,High-Carb,Low-Protein,0.31322526075562024
herb tea,0.0019801980198019802,0.0,0.0,0.0006182380216383308,2,Low-Carb,Low-Protein,0.3120526143571067
chamomile tea,0.0019801980198019802,0.0,0.0,0.0006182380216383308,2,Low-Carb,Low-Protein,0.3120526143571067
Ayam goreng pasundan paha,0.24257425742574257,0.114,0.18914285714285714,0.00046367851622874804,3,Low-Carb,High-Protein,0.311682800881828
Daun kubis segar,0.0504950495049505,0.011000000000000001,0.014285714285714285,0.012364760432766615,1,Low-Carb,Low-Protein,0.30993463591536136
