name,calories,fat,proteins,carbohydrate,Meal Type,Carb_Level,Protein_Level,Nutrient_Density
Keripik tempe abadi telur,0.5237623762376238,0.317,0.1188571428571428,0.0621329211746522,3,High-Carb,High-Protein,-0.25967820992985824
Enting-enting gepuk kacang tanah,0.5188118811881188,0.292,0.076,0.080370942812983,1,High-Carb,High-Protein,-0.26142191550143606
Ongol-ongol ,0.1138613861386138,0.06,0.0085714285714285,0.0216383307573415,4,Low-Carb,Low-Protein,-0.2616337289380529
Woku ubi,0.1415841584158416,0.078,0.0177142857142857,0.0231839258114374,1,Low-Carb,Low-Protein,-0.2620457461036091
peanut butter cookie protein syntha 6,0.198019801980198,0.06,0.0,0.0077279752704791,4,Low-Carb,Low-Protein,-0.26397239182350185
Telur bebek tambak segar,0.1851485148514851,0.124,0.0622857142857142,0.012210200927357,3,Low-Carb,High-Protein,-0.26737355929146106
Itik alabio daging dendeng mentah,0.4910891089108911,0.335,0.1731428571428571,0.0284389489953632,3,High-Carb,High-Protein,-0.2716776238024143
Telur ayam kampung ,0.1772277227722772,0.133,0.0777142857142857,0.0068006182380216,3,Low-Carb,High-Protein,-0.2735735793232097
Tahu telur,0.3247524752475247,0.1989999999999999,0.072,0.0380216383307573,3,High-Carb,High-Protein,-0.2739874041422466
Keripik ubi,0.4811881188118811,0.239,0.0011428571428571,0.1044822256568778,1,High-Carb,Low-Protein,-0.2771777498410297
Coto mangkasara sapi masakan,0.0831683168316831,0.06,0.0342857142857142,0.0021638330757341,3,Low-Carb,High-Protein,-0.2831627520304486
Oncom Hitam Goreng bertepung ,0.3036633663366336,0.18,0.0514285714285714,0.0417310664605873,1,High-Carb,High-Protein,-0.28597481870682373
chocolate rasberry protein mini proteinfx,0.100990099009901,0.0289999999999999,0.0,0.0,2,Low-Carb,Low-Protein,-0.2871540193572583
Ikan Tembang,0.201980198019802,0.15,0.0914285714285714,0.0,3,Low-Carb,High-Protein,-0.2899845586898951
Telur Bebek telur asin,0.193069306930693,0.136,0.0777142857142857,0.0021638330757341,3,Low-Carb,High-Protein,-0.2906810586369785
Ikan Sale segar,0.5287128712871287,0.3929999999999999,0.2297142857142857,0.0075734157650695,3,Low-Carb,High-Protein,-0.29451146825705654
tea with milk and sugar yorkshire,0.0148514851485148,0.005,0.0,0.0006182380216383,2,Low-Carb,Low-Protein,-0.2950187752788201
Ikan bandeng presto masakan,0.293069306930693,0.203,0.0977142857142857,0.0174652241112828,2,Low-Carb,High-Protein,-0.29965673115836955
Kacang kedelai goreng,0.5158415841584159,0.377,0.184,0.0353941267387944,1,High-Carb,High-Protein,-0.30553094703946476
chia seeds dried,0.1366336633663366,0.087,0.0268571428571428,0.0183925811437403,4,Low-Carb,Low-Protein,-0.30556137784142356
Gudeg sayur,0.1584158415841584,0.092,0.0188571428571428,0.0247295208655332,3,Low-Carb,Low-Protein,-0.3056072561048036
Oncom Merah Goreng bertepung ,0.3168316831683168,0.187,0.0417142857142857,0.0479134466769706,1,High-Carb,High-Protein,-0.307330249628997
Kacang Tanah rempeyek,0.5079207920792079,0.325,0.1,0.0684698608964451,1,High-Carb,High-Protein,-0.3081776398346476
Ikan Lele goreng,0.2495049504950495,0.191,0.1137142857142857,0.0,3,Low-Carb,High-Protein,-0.3097549943493141
Kacang goyang,0.5108910891089109,0.311,0.0839999999999999,0.0686244204018547,1,High-Carb,High-Protein,-0.30999810522488486
Keremes,0.4702970297029703,0.255,0.0091428571428571,0.0995363214837712,2,High-Carb,Low-Protein,-0.31112361126791166
Ikan Asin teri goreng,0.4257425742574257,0.324,0.1908571428571428,0.0,3,Low-Carb,High-Protein,-0.31273016245772495
Tempe kedelai murni goreng,0.3465346534653465,0.266,0.14,0.0160741885625966,3,Low-Carb,High-Protein,-0.3172135690459221
Kerupuk kemplang goreng,0.499009900990099,0.281,0.032,0.0882534775888717,4,High-Carb,High-Protein,-0.3221302823088383
mustard seeds ground,0.0099009900990099,0.0069999999999999,0.0028571428571428,0.0009273570324574,4,Low-Carb,Low-Protein,-0.324732713146342
Keripik tempe abadi murni,0.5366336633663367,0.424,0.2302857142857142,0.0179289026275115,3,Low-Carb,High-Protein,-0.3275699374022237
Kripik Tempe Goreng ,0.5366336633663367,0.424,0.2302857142857142,0.017774343122102,3,Low-Carb,High-Protein,-0.32785795365603765
Tempe Goreng ,0.3247524752475247,0.2319999999999999,0.1051428571428571,0.0197836166924265,3,Low-Carb,High-Protein,-0.3297070988481514
Kacang Tanah atom,0.5297029702970297,0.381,0.1588571428571428,0.0445131375579598,1,High-Carb,High-Protein,-0.33533771605542645
Sate pusut masakan,0.2712871287128713,0.186,0.0737142857142857,0.0210200927357032,3,Low-Carb,High-Protein,-0.3364158320639446
Kacang atom,0.5277227722772277,0.381,0.1588571428571428,0.0445131375579598,1,High-Carb,High-Protein,-0.33659601654553406
Es krim,0.2079207920792079,0.125,0.0228571428571428,0.031839258114374,2,High-Carb,Low-Protein,-0.33812520720147027
caramel med iced coffee dunkin donuts,0.2653465346534653,0.09,0.0,0.0,2,Low-Carb,Low-Protein,-0.3391778262328191
Rusa daging dendeng mentah,0.5306930693069307,0.415,0.2314285714285714,0.0,3,Low-Carb,High-Protein,-0.3459081968094479
Bayam tumis + oncom,0.100990099009901,0.067,0.0211428571428571,0.0106646058732612,3,Low-Carb,Low-Protein,-0.3484716705620907
tea blueberry muffin tekanne,0.0039603960396039,0.002,0.0,0.0006182380216383,2,Low-Carb,Low-Protein,-0.34880682581281686
peanuts cooked,0.5663366336633664,0.396,0.1388571428571428,0.0591962905718701,4,High-Carb,High-Protein,-0.34952041821866187
Anyang sayur,0.1247524752475247,0.079,0.0194285714285714,0.015919629057187,3,Low-Carb,Low-Protein,-0.34990447703065264
Soto pemalang masakan,0.0742574257425742,0.052,0.0205714285714285,0.0054095826893353,3,Low-Carb,Low-Protein,-0.3503843298460725
egg fried,0.0891089108910891,0.068,0.036,0.0006182380216383,0,Low-Carb,High-Protein,-0.35216915452554726
Jamur sagu,0.0475247524752475,0.032,0.0108571428571428,0.0043276661514683,1,Low-Carb,Low-Protein,-0.3538121989787882
Ayam taliwang masakan,0.2613861386138614,0.201,0.104,0.0041731066460587,3,Low-Carb,High-Protein,-0.3551318318345855
Misro ,0.2158415841584158,0.16,0.0045714285714285,0.0775888717156105,3,High-Carb,Low-Protein,-0.3606318003301481
acorn dried,0.1425742574257426,0.089,0.0131428571428571,0.0234930448222565,1,Low-Carb,Low-Protein,-0.3672733893688333
Ikan telur asin mentah,0.3544554455445544,0.264,0.1182857142857142,0.0145285935085007,3,Low-Carb,High-Protein,-0.37010384168425386
acorn raw,0.1089108910891089,0.068,0.0097142857142857,0.017774343122102,1,Low-Carb,Low-Protein,-0.3719646290088467
Soto madura masakan,0.0594059405940594,0.045,0.02,0.0020092735703245,3,Low-Carb,Low-Protein,-0.3870040469980798
Abon haruwan,0.5079207920792079,0.37,0.1354285714285714,0.0329211746522411,3,High-Carb,High-Protein,-0.39701043952794435
Telur Ayam dadar,0.2485148514851485,0.1939999999999999,0.0931428571428571,0.0021638330757341,3,Low-Carb,High-Protein,-0.39713084373334906
Gulai keumamah masakan,0.1089108910891089,0.0819999999999999,0.0337142857142857,0.0049459041731066,3,Low-Carb,High-Protein,-0.3979346027253176
Sapi daleman segar,0.1811881188118811,0.144,0.0685714285714285,0.0021638330757341,3,Low-Carb,High-Protein,-0.4043550674193863
Kangkung tumis,0.0514851485148514,0.036,0.0102857142857142,0.0046367851622874,3,Low-Carb,Low-Protein,-0.40938196311030145
Telur Bebek dadar,0.298019801980198,0.237,0.1142857142857142,0.0,3,Low-Carb,High-Protein,-0.41176416175955244
Sayur sop,0.0267326732673267,0.02,0.0074285714285714,0.0015455950540958,3,Low-Carb,Low-Protein,-0.41243241836161465
Moon tahu,0.1267326732673267,0.1,0.0457142857142857,0.0020092735703245,3,Low-Carb,High-Protein,-0.41249053521174334
Soto betawi masakan,0.1336633663366336,0.088,0.0142857142857142,0.017774343122102,3,Low-Carb,Low-Protein,-0.4185105134999039
Ubi Jalar Rebus,0.1128712871287128,0.096,0.008,0.0395672333848531,1,High-Carb,Low-Protein,-0.4290935166390052
Sardines dalam kaleng,0.3346534653465347,0.27,0.1205714285714285,0.0015455950540958,2,Low-Carb,High-Protein,-0.4418975142654766
Ares sayur,0.1118811881188118,0.072,0.0051428571428571,0.0173106646058732,2,Low-Carb,Low-Protein,-0.4428450952233297
Sapi daging gemuk segar,0.2702970297029703,0.22,0.1,0.0,3,Low-Carb,High-Protein,-0.44395440148737914
Kacang tanah sari,0.5554455445544555,0.438,0.1457142857142857,0.0401854714064915,1,High-Carb,High-Protein,-0.45386949536510635
Kacang Tanah kacang sari,0.5554455445544555,0.438,0.1457142857142857,0.0401854714064915,1,High-Carb,High-Protein,-0.45386949536510635
Kacang tanah sangan tanpa selaput,0.5534653465346535,0.442,0.1537142857142857,0.0364760432766615,1,High-Carb,High-Protein,-0.4549683509858834
Sapi hati sosis (liverworst),0.2712871287128713,0.22,0.0914285714285714,0.0046367851622874,3,Low-Carb,High-Protein,-0.45683769502613375
Noga Kacang Tanah ,0.594059405940594,0.417,0.08,0.0649149922720247,1,High-Carb,High-Protein,-0.45800899202695516
Susu Kerbau,0.1584158415841584,0.12,0.036,0.0109737248840803,2,Low-Carb,High-Protein,-0.4609754517617039
Soto pekalongan masakan,0.093069306930693,0.068,0.0171428571428571,0.0078825347758887,3,Low-Carb,Low-Protein,-0.46174348724621983
Tempe pasar goreng,0.3326732673267327,0.28,0.1142857142857142,0.0120556414219474,3,Low-Carb,High-Protein,-0.46188917924759165
Buntil daun talas,0.1396039603960396,0.102,0.0251428571428571,0.0123647604327666,1,Low-Carb,Low-Protein,-0.46196340188357565
Kacang tanah kering,0.5198019801980198,0.427,0.1594285714285714,0.0268933539412673,1,High-Carb,High-Protein,-0.4630178813874337
Kacang tanah goreng,0.5584158415841585,0.444,0.1457142857142857,0.0394126738794435,1,High-Carb,High-Protein,-0.46358386984153355
Singkong Goreng ,0.2821782178217822,0.18,0.0057142857142857,0.0432766615146831,1,High-Carb,Low-Protein,-0.46427605045589665
safflower seed kernels dried,0.1445544554455445,0.109,0.0262857142857142,0.0149922720247295,4,Low-Carb,Low-Protein,-0.4684846620338578
Keripik tempe,0.5752475247524752,0.406,0.0691428571428571,0.0644513137557959,3,High-Carb,High-Protein,-0.4735445939971094
Ikan Asin pepetek goreng,0.6455445544554456,0.543,0.2308571428571428,0.0,3,Low-Carb,High-Protein,-0.4835334315115337
Gulai kambing,0.1247524752475247,0.094,0.024,0.0095826893353941,3,Low-Carb,Low-Protein,-0.4842936082119658
Ayam,0.299009900990099,0.25,0.104,0.0,3,Low-Carb,High-Protein,-0.4882765127176232
Tumis bandeng,0.1871287128712871,0.157,0.0645714285714285,0.0009273570324574,3,Low-Carb,High-Protein,-0.48897213057261046
flaxseeds,0.0544554455445544,0.043,0.0108571428571428,0.0046367851622874,4,Low-Carb,Low-Protein,-0.5051022281295475
pumpkin squash seeds roasted,0.0455445544554455,0.039,0.0137142857142857,0.0018547140649149,4,Low-Carb,Low-Protein,-0.5144519701416863
pistachio nuts roasted,0.1702970297029703,0.1369999999999999,0.036,0.0131375579598145,4,Low-Carb,High-Protein,-0.515933403301453
Keripik bayam,0.5801980198019802,0.406,0.028,0.0775888717156105,3,High-Carb,Low-Protein,-0.5177725539538464
Keju Kacang Tanah,0.5841584158415841,0.49,0.1542857142857142,0.0323029366306027,1,High-Carb,High-Protein,-0.5193981999700644
watermelon seed kernels dried,0.596039603960396,0.512,0.1748571428571428,0.0255023183925811,2,High-Carb,High-Protein,-0.522851189465245
Kacang Tanah sangan berselaput,0.5633663366336634,0.484,0.1645714285714285,0.024420401854714,1,Low-Carb,High-Protein,-0.5236515331837389
Soto dengan Daging,0.1262376237623762,0.094,0.0148571428571428,0.0128284389489953,3,Low-Carb,Low-Protein,-0.5253100534325221
poppy seeds,0.0455445544554455,0.037,0.0091428571428571,0.0038639876352395,4,Low-Carb,Low-Protein,-0.5267946676414812
spanish peanuts roasted,0.8425742574257425,0.721,0.2354285714285714,0.0397217928902627,4,High-Carb,High-Protein,-0.5291511135080528
valencia peanuts raw,0.8237623762376238,0.6950000000000001,0.2091428571428571,0.0471406491499227,4,High-Carb,High-Protein,-0.5325758662772445
virginia peanuts roasted,0.1712871287128713,0.146,0.0445714285714285,0.0092735703245749,4,Low-Carb,High-Protein,-0.5380116053370818
Kue kelapa,0.5851485148514851,0.421,0.032,0.0734157650695517,2,High-Carb,High-Protein,-0.5393223901254462
Toge -Tahu makanan,0.3881188118811881,0.285,0.0308571428571428,0.0438948995363214,3,High-Carb,High-Protein,-0.541708903205635
pumpkin squash seeds dried,0.7138613861386138,0.633,0.2228571428571428,0.0213292117465224,4,Low-Carb,High-Protein,-0.5446619025544751
Ikan Asin japuh goreng,0.3445544554455446,0.295,0.1068571428571428,0.0,3,Low-Carb,High-Protein,-0.5460452132431619
Keripik oncom,0.592079207920792,0.438,0.0474285714285714,0.0658423493044822,4,High-Carb,High-Protein,-0.5484545420075726
Kacang Tanah Rebus ,0.3811881188118812,0.31,0.08,0.0200927357032457,1,Low-Carb,High-Protein,-0.5506643656330197
Lemak ikan,0.3683168316831683,0.294,0.0685714285714285,0.0222565687789799,3,Low-Carb,High-Protein,-0.5516214127377974
Sapi daging kornet,0.2861386138613861,0.25,0.0914285714285714,0.0,3,Low-Carb,High-Protein,-0.5541750281673511
Ulat sagu panggang,0.3762376237623762,0.303,0.068,0.0230293663060278,1,Low-Carb,High-Protein,-0.5633941342179904
Kacang mete/biji jambu monyet segar,0.6099009900990099,0.484,0.0931428571428571,0.0443585780525502,1,High-Carb,High-Protein,-0.568121715340432
Alpukat segar,0.0841584158415841,0.065,0.0051428571428571,0.0119010819165378,4,Low-Carb,Low-Protein,-0.5698240709141126
peanuts raw,0.8198019801980199,0.7190000000000001,0.2154285714285714,0.0363214837712519,4,High-Carb,High-Protein,-0.5699539475781298
spanish peanuts,0.8237623762376238,0.7240000000000001,0.2182857142857143,0.0357032457496136,4,High-Carb,High-Protein,-0.5705655938618619
virginia peanuts raw,0.8138613861386139,0.7120000000000001,0.2102857142857142,0.0372488408037094,4,High-Carb,High-Protein,-0.5706928503161842
valencia peanuts roasted,0.1752475247524752,0.154,0.0462857142857142,0.0075734157650695,4,Low-Carb,High-Protein,-0.5714220424431956
Coklat Susu batang,0.3772277227722772,0.35,0.0514285714285714,0.0828438948995363,2,High-Carb,High-Protein,-0.5718746231371178
peanuts roasted,0.1782178217821782,0.158,0.048,0.0071097372488408,4,Low-Carb,High-Protein,-0.577325457110884
Gulai pakis,0.1415841584158416,0.114,0.0228571428571428,0.0092735703245749,3,Low-Carb,Low-Protein,-0.5782335361579972
cashew nuts roasted,0.1722772277227723,0.143,0.0291428571428571,0.0139103554868624,4,Low-Carb,High-Protein,-0.5801475246838124
Telur Ayam bagian kuning,0.3574257425742574,0.319,0.1102857142857142,0.001081916537867,3,Low-Carb,High-Protein,-0.5809088813025288
Gulai pliek,0.1742574257425742,0.149,0.0417142857142857,0.0049459041731066,3,Low-Carb,High-Protein,-0.587287585529957
Soto tanpa Daging ,0.1159405940594059,0.086,0.0022857142857142,0.0148377125193199,3,Low-Carb,Low-Protein,-0.5940626722768282
Domba daging gemuk segar,0.3138613861386138,0.277,0.0897142857142857,0.0,3,Low-Carb,High-Protein,-0.5967128351691104
sesame seeds toasted,0.0445544554455445,0.038,0.008,0.0032457496136012,2,Low-Carb,Low-Protein,-0.6004708092165669
Bebek (itik),0.3227722772277228,0.286,0.0914285714285714,0.0,3,Low-Carb,High-Protein,-0.6028114540416389
Kacang Tanah rebus berkulit,0.3564356435643564,0.312,0.0771428571428571,0.0197836166924265,1,Low-Carb,High-Protein,-0.6033990333148332
Telur Ayam ceplok,0.3792079207920792,0.329,0.0862857142857142,0.0128284389489953,3,Low-Carb,High-Protein,-0.6062247857595556
Biji Jambu Mete,0.5564356435643565,0.496,0.1211428571428571,0.0364760432766615,4,High-Carb,High-Protein,-0.6081215237963472
Sayur garu,0.1762376237623762,0.139,0.0148571428571428,0.0163833075734157,3,Low-Carb,Low-Protein,-0.6114411657840365
sunflower seeds dry roasted,0.0465346534653465,0.04,0.0085714285714285,0.002936630602782,4,Low-Carb,Low-Protein,-0.6122604649144224
Kelapa Setengah Tua daging,0.1782178217821782,0.15,0.0228571428571428,0.0154559505409582,2,Low-Carb,Low-Protein,-0.6266841262052807
sunflower seeds dried,0.2663366336633663,0.237,0.0548571428571428,0.0142194744976816,4,Low-Carb,High-Protein,-0.630490630766135
Tumis bayam bersantan,0.0475247524752475,0.042,0.008,0.0040185471406491,3,Low-Carb,Low-Protein,-0.630846463187846
Bayam tumis bersantan,0.0475247524752475,0.042,0.008,0.0040185471406491,3,Low-Carb,Low-Protein,-0.630846463187846
sesame seeds dried,0.0514851485148514,0.045,0.0091428571428571,0.0032457496136012,2,Low-Carb,Low-Protein,-0.6334012969359089
mixed nuts roasted,0.1762376237623762,0.154,0.0297142857142857,0.0117465224111282,3,Low-Carb,High-Protein,-0.6385614541924901
Telur bebek bagian kuning segar,0.3821782178217822,0.35,0.0971428571428571,0.0012364760432766,3,Low-Carb,High-Protein,-0.6583839598813613
Biji Jambu Mete goreng,0.6227722772277228,0.5660000000000001,0.1228571428571428,0.0306027820710973,4,High-Carb,High-Protein,-0.6624241761113826
Corned Beef,0.2386138613861386,0.25,0.0914285714285714,0.0,1,Low-Carb,High-Protein,-0.6645496749459385
Bebek alabio daging segar,0.3,0.27,0.0645714285714285,0.0057187017001545,3,Low-Carb,High-Protein,-0.6656973467702343
Nasi Uduk ,0.2507920792079208,0.21,0.0245714285714285,0.0180834621329211,1,Low-Carb,Low-Protein,-0.6672636654256013
Kacang mete/biji jambu monyet goreng,0.6227722772277228,0.563,0.1165714285714285,0.0306027820710973,1,High-Carb,High-Protein,-0.6677001158568074
Kacang Panjang tumis,0.1485148514851485,0.125,0.0142857142857142,0.0108191653786707,1,Low-Carb,Low-Protein,-0.67262261460087
almonds roasted,0.1801980198019802,0.166,0.0365714285714285,0.0081916537867078,4,Low-Carb,High-Protein,-0.6727945455812709
Soto banjar masakan,0.1089108910891089,0.095,0.0165714285714285,0.0049459041731066,3,Low-Carb,Low-Protein,-0.6746982952976482
egg large,0.1366336633663366,0.093,0.0,0.0,0,Low-Carb,Low-Protein,-0.6806471923647518
Telur Bebek ceplok,0.3168316831683168,0.305,0.0862857142857142,0.0013910355486862,3,Low-Carb,High-Protein,-0.685924343386465
sunflower seeds toasted,0.8207920792079209,0.761,0.132,0.0426584234930448,0,High-Carb,High-Protein,-0.7143597958608333
Oncom Merah Goreng ,0.3643564356435643,0.32,0.0388571428571428,0.0204018547140649,4,Low-Carb,High-Protein,-0.7156187219515519
Daging Babi Kurus,0.3722772277227723,0.35,0.0805714285714285,0.0,3,Low-Carb,High-Protein,-0.7237290589800734
Santan (kelapa saja),0.3207920792079208,0.3429999999999999,0.024,0.0859350850077279,2,High-Carb,Low-Protein,-0.7265272541656421
Ulat sagu segar,0.2386138613861386,0.216,0.0331428571428571,0.0089644513137557,1,Low-Carb,High-Protein,-0.7287588481841677
Babi daging kurus segar,0.3673267326732673,0.35,0.0805714285714285,0.0,3,Low-Carb,High-Protein,-0.733482793329477
Kelapa hutan kering,0.6168316831683168,0.521,0.0114285714285714,0.0564142194744976,2,High-Carb,Low-Protein,-0.7346517482979688
Worst (sosis daging),0.4475247524752475,0.423,0.0828571428571428,0.0035548686244204,3,Low-Carb,High-Protein,-0.7521086477298385
Sapi daging sosis (Worst),0.4435643564356435,0.423,0.0828571428571428,0.0035548686244204,3,Low-Carb,High-Protein,-0.7588238883738705
Terong + Oncom makanan,0.2821782178217822,0.257,0.0245714285714285,0.0146831530139103,4,Low-Carb,Low-Protein,-0.7716564674588621
Empal Goreng,0.5841584158415841,0.5700000000000001,0.1057142857142857,0.0,3,Low-Carb,High-Protein,-0.7947928282844321
hazelnuts roasted,0.192079207920792,0.187,0.0257142857142857,0.0081916537867078,4,Low-Carb,Low-Protein,-0.7970319386687555
salat mix alestro,0.0603960396039603,0.052,0.0,0.0037094281298299,2,Low-Carb,Low-Protein,-0.799551967891546
Kemiri,0.6297029702970297,0.63,0.1085714285714285,0.0123647604327666,3,Low-Carb,High-Protein,-0.808417661326926
Abon,0.2772277227722772,0.284,0.0525714285714285,0.0,3,Low-Carb,High-Protein,-0.834792907150075
Soto sulung masakan,0.0851485148514851,0.085,0.0131428571428571,0.0,3,Low-Carb,Low-Protein,-0.8438937436399222
Daging Babi Gemuk,0.4524752475247525,0.45,0.0662857142857142,0.0,3,Low-Carb,High-Protein,-0.8480318863440338
Babi daging gemuk segar,0.4485148514851485,0.45,0.068,0.0,3,Low-Carb,High-Protein,-0.8516978803203993
Kelapa Tua daging,0.3554455445544554,0.347,0.0194285714285714,0.0216383307573415,2,Low-Carb,Low-Protein,-0.8607007227980445
zaziki milfina,0.0504950495049505,0.044,0.0,0.0,3,Low-Carb,Low-Protein,-0.8713552927677314
Ikan Asin sirinding goreng,0.3158415841584158,0.317,0.0394285714285714,0.0,3,Low-Carb,High-Protein,-0.8788283863337704
Kepala Susu (Krim),0.201980198019802,0.2,0.0148571428571428,0.0061823802163833,2,Low-Carb,Low-Protein,-0.8860254255395041
coconut milk,0.0346534653465346,0.036,0.0017142857142857,0.0012364760432766,2,Low-Carb,Low-Protein,-0.9536790688286458
pecans roasted,0.2128712871287128,0.226,0.016,0.0060278207109737,4,Low-Carb,Low-Protein,-0.9581903874866291
macadamia nuts raw,0.0376237623762376,0.04,0.0022857142857142,0.001081916537867,3,Low-Carb,Low-Protein,-0.9736239344212959
macadamia nuts roasted,0.2128712871287128,0.228,0.0131428571428571,0.0061823802163833,3,Low-Carb,Low-Protein,-0.9802814892226193
Minyak Kacang Tanah,0.8930693069306931,1.0,0.0,0.0,1,Low-Carb,Low-Protein,-1.1197326708093154
Minyak Hati Hiu (Eulamia),0.8930693069306931,1.0,0.0,0.0,3,Low-Carb,Low-Protein,-1.1197326708093154
Minyak Kelapa Sawit,0.8930693069306931,1.0,0.0,0.0,2,Low-Carb,Low-Protein,-1.1197326708093154
Minyak Ikan,0.8930693069306931,1.0,0.0,0.0,3,Low-Carb,Low-Protein,-1.1197326708093154
Minyak Wijen,0.8930693069306931,1.0,0.0,0.0,3,Low-Carb,Low-Protein,-1.1197326708093154
Minyak Kelapa,0.8613861386138614,0.98,0.0057142857142857,0.0,2,Low-Carb,Low-Protein,-1.1310660104044838
Minyak Zaitun,0.8752475247524752,1.0,0.0,0.0,3,Low-Carb,Low-Protein,-1.1425326312692787
Minyak kedelai,0.8742574257425743,0.999,0.0,0.0,3,Low-Carb,Low-Protein,-1.142682724677744
Pepaya segar,0.0455445544554455,0.12,0.0028571428571428,0.018856259659969,4,Low-Carb,Low-Protein,-2.1579844324660953
Olah-olah,0.0089108910891089,0.06,0.012,0.0109737248840803,4,Low-Carb,Low-Protein,-4.154704623934308
Bubur ,0.0594059405940594,0.6,0.0057142857142857,0.0200927357032457,0,Low-Carb,Low-Protein,-9.665419104916621
